nomeLocalidade;SIGLA_UF;Exportação_2020_Valor US$ FOB;Exportação_2020_Quilograma Líquido;Importação_2020_Valor US$ FOB;Importação_2020_Quilograma Líquido;Exportação_2019_Valor US$ FOB;Exportação_2019_Quilograma Líquido;Importação_2019_Valor US$ FOB;Importação_2019_Quilograma Líquido;Exportação_2018_Valor US$ FOB;Exportação_2018_Quilograma Líquido;Importação_2018_Valor US$ FOB;Importação_2018_Quilograma Líquido;Exportação_2017_Valor US$ FOB;Exportação_2017_Quilograma Líquido;Importação_2017_Valor US$ FOB;Importação_2017_Quilograma Líquido;Exportação_2016_Valor US$ FOB;Exportação_2016_Quilograma Líquido;Importação_2016_Valor US$ FOB;Importação_2016_Quilograma Líquido;Exportação_2015_Valor US$ FOB;Exportação_2015_Quilograma Líquido;Importação_2015_Valor US$ FOB;Importação_2015_Quilograma Líquido
Andradina;SP;400093719;399241206;1927331;224774;377339611;229650158;1031963;124393;220064440;124043663;619273;65521;127789720;30880988;373283;29202;283199004;77525142;236115;4522;625783274;169155080;261230;6061
Passos;MG;5716330;6389262;724420;225226;13762935;11948365;1390656;1267834;49341070;35982101;1324413;690829;28028611;25301464;820643;252838;34200342;25664040;1589229;124004;76384420;46113759;2902532;210872
Governador Celso Ramos;SC;0;0;266147;229157;0;0;490354;251358;0;0;17599;7142;0;0;0;0;0;0;0;0;0;0;90505;13606
Sento Sé;BA;679435;1575205;713878;231039;735283;1193805;24899;792;376105;441201;271710;9583;325171;303720;1045535;74801;218212;262336;45186;1008;922813;825792;74528;2146
Ascurra;SC;931903;31635;837061;231400;1014003;26746;482781;947097;1428203;73263;556124;1315613;2218862;152619;379200;751407;1392731;24206;337342;306414;738183;10524;455076;858057
Nova Marilândia;MT;0;0;1440391;234026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1994;10
Pranchita;PR;12295;1018;280444;235207;16227;993;324546;987370;0;0;93462;143261;31927;83632;147506;147468;157467;95424;216122;464574;0;0;202874;221200
Ourolândia;BA;0;0;1178444;237168;0;0;237066;13222;0;0;300731;14931;19252;23325;272849;2544;0;0;359428;36027;92785;89656;226800;14862
Turvo;SC;10167817;20043970;276817;237380;842872;1181893;873009;763500;1749875;2993248;917548;727559;174181;142396;1261782;1106380;0;0;1897226;2772800;289068;1078784;8729;2030
Valença;BA;5289331;1704749;2770847;238027;4386022;1814050;533622;68115;6574503;2034550;1425102;217409;4959206;1737750;763270;107623;7904147;2156472;661083;185558;2686621;1295528;1071771;142801
Coxim;MS;5524358;3922265;912324;238238;518383;298960;901738;196896;566347;296705;4698463;210710;172729;55096;2165706;409674;2239321;707946;22574;326912;2433510;764637;1024816;788744
Paraipaba;CE;10780695;14482190;690742;239028;9997215;10494775;650573;489820;8454155;8261051;183444;140008;12539221;9331671;838137;430964;16187737;13493168;446006;245460;18306381;19320705;332136;240180
Bandeirantes;PR;1616175;4139456;204426;239791;1269220;4884234;235549;165399;413377;159719;761317;148770;2914826;10400060;521456;151370;1060255;4320420;499475;56997;603033;170425;506400;179599
Guanambi;BA;0;0;1118747;240146;0;0;803415;146815;0;0;6109577;1259695;0;0;423271;63670;0;0;408587;53365;2418;4;784490;78089
Diamantino;MT;591430891;1491047118;4074896;245108;592045027;1571624903;5684038;134030;387253809;916591324;1925278;84697;383046689;961390826;104121;13997;394288269;979474844;133458;27499;436081511;1096436861;248315;39057
João Neiva;ES;49689800;152402803;3102239;246625;56955803;137836825;628795;22774;79932770;181866421;559368;48649;70913781;188154825;271460;28453;36796154;115100218;546415;50271;47921923;113699292;516192;20727
Davinópolis;MA;0;0;637615;247361;0;0;137807;43781;0;0;1970516;4195;0;0;0;0;0;0;0;0;0;0;0;0
Caconde;SP;1902;633;388949;250398;4240;1200;44326;25078;0;0;384;70;0;0;1189;216;0;0;0;0;7024;364;0;0
Breves;PA;24370;7827;109026;254822;607449;1102295;0;0;720316;1336231;0;0;540888;832881;0;0;2133939;2941940;0;0;1735542;2241579;0;0
Curionópolis;PA;51845480;113877052;1202449;255185;202401701;2406007999;187479;5719;268714902;3873970688;186953;589;278631019;3926078694;712894;36998;192767040;4529564031;181560;882;55795653;1778982441;2583599;172880
Guará;SP;138435;19492;454646;255818;115434;2483;873874;317453;229134;7652;119455;75770;136903;6109;94032;75489;180809;10283;88224;59690;796831;112461;16863;5293
Santa Quitéria;CE;7509448;11596712;789482;255918;837764;2092455;1012177;232503;150554;583082;1753019;288326;609088;4608925;1068188;295661;990634;3175346;979119;266723;4541579;10363621;622261;185299
Porto Vera Cruz;RS;0;0;38850;259000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São Jerônimo;RS;319536;18505;9023472;261398;993758;16054;8427107;320280;420334;12435;8080224;357336;511607;17607;9665907;475525;345556;10813;7647373;385941;944918;35526;11077272;592555
São José da Barra;MG;0;0;703407;261624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68087;21335;0;0
Alto Feliz;RS;279493;23591;932965;264354;584985;49645;291279;49812;448005;46610;318513;85340;390613;41269;410635;106878;296489;30986;94959;31755;135820;12144;249065;6645
Tapurah;MT;145750565;476534263;1686761;265764;148182541;485942623;12771;499;95882412;282402190;19372;82;133087382;446302520;37219;2233;117113553;412771677;0;0;110594247;379816917;29706;9600
Iguatu;CE;30090;22539;489638;267139;0;0;1008174;142813;0;0;353577;22933;324852;60790;407617;13682;386229;63870;166094;2978;0;0;1013949;73969
Goianira;GO;18399044;21957773;1015631;272424;10080160;14383835;93677;14418;9744661;7101341;17546;2880;15524826;4060755;231299;30219;60221735;14519189;1723;55;43362655;9918123;32386;4717
São Mateus do Sul;PR;18648880;47658749;1503374;273865;13790589;29340697;2801143;308411;15350430;29908074;1472251;504408;15098984;30411704;993853;425732;12220862;26085254;738604;157020;13167534;17026101;900805;188352
Renascença;PR;36802;2999;787034;275662;23746;1698;396086;113712;63310;5993;383154;105856;0;0;37760;8200;6830;473;0;0;11932;922;0;0
Rio Preto da Eva;AM;0;0;322819;276025;0;0;720995;325548;0;0;640804;204805;0;0;1041420;663671;0;0;409069;300028;0;0;1241466;676248
São Caitano;PE;25371;25875;1301560;276871;0;0;736702;137802;0;0;768540;131111;0;0;953681;164550;0;0;46128;7188;0;0;0;0
Uruburetama;CE;25672073;747812;2423235;276996;37689443;1114557;2387247;239810;36152891;1037721;2454817;292716;61494049;1581830;2376449;227170;79480952;2484951;3197432;408954;62545328;1689595;3219924;460501
Ibirarema;SP;3892481;15359207;547213;277198;454278;604640;520936;412502;376091;501700;391892;282500;797066;1116400;265259;329500;758516;1192800;208315;152885;261533;353200;195204;123110
Quedas do Iguaçu;PR;37559401;23581334;499628;278004;31856422;25319964;520379;280610;30602401;29841807;483955;218980;39378866;28525240;1622305;448426;45201753;44830658;520637;262283;54206283;38146363;592753;194330
Mozarlândia;GO;495325869;107026019;1466236;278443;455598264;87726126;1553568;274665;391762366;82965527;1016037;172881;218184490;47369947;20309;1725;162479905;38647938;2661;44;225904007;48164332;0;0
Lindóia;SP;0;0;735927;282262;10;42;735283;3894;0;0;0;0;0;0;0;0;58714;215777;0;0;27528;22713;8372;5070
Rio Fortuna;SC;0;0;651079;282444;0;0;718396;266689;0;0;326182;105995;0;0;0;0;0;0;0;0;0;0;0;0
Santo Antônio do Monte;MG;223728;59481;221370;283414;765804;200229;401686;436770;1303095;292001;636264;843576;666491;210809;285799;311802;1079284;353825;334390;338009;1898857;605250;512112;526589
Cajuru;SP;10003260;2480475;1105333;285494;7303414;1707600;2193004;304477;8278201;1024174;1269060;269141;11672351;1681034;810708;206793;15520248;2760256;1182229;103365;14399008;2653062;996039;160715
Bom Princípio;RS;3365143;2627224;3128804;286872;4334159;3588740;1411289;289056;5869904;5034498;3187024;656985;3826180;2537608;1911132;210769;4725275;2530558;1233516;95339;3631199;2865155;1005698;90930
Santa Fé do Sul;SP;2479641;494100;728560;289868;51214962;14657721;701845;67070;19173591;5448734;264088;65529;5045775;1295226;22094;220;28976195;8666648;13257;1500;38128409;10390583;33028;3029
Alto Piquiri;PR;514562;1497178;1145597;291933;3161438;9297077;1119063;168354;2062896;5171765;565630;20152;28641;168478;632785;19208;0;0;415819;11646;17904;111062;339143;9467
Bela Vista;MS;0;0;23468;293350;280493;151215;10600;82000;0;0;14700;105000;0;0;37470;205450;0;0;24015;200125;64;7000;69454;741050
Aripuanã;MT;24318441;22673241;8467969;294975;28051248;22257840;3867983;122684;26717192;23256838;85880;4327;27260079;23641658;1483;24;25823257;23258865;0;0;19857711;17130567;0;0
Taquaritinga;SP;23207293;23659986;1416588;297155;23774514;25420174;618594;210505;42533666;43127562;502660;230785;47762539;41876083;1223980;478622;35025186;34200475;1055374;249739;7802468;8511710;3336818;301628
Alta Floresta D'Oeste;RO;56325;44860;11415;298200;198694;156320;13294;301212;139134;127301;10858;248700;192260;203930;5524;134900;36255;53020;12422;302200;33139;21850;4888;136100
Tupandi;RS;13780561;15358607;1579062;298590;12202083;12648476;1640423;2926424;19180134;19962853;210254;590319;18776681;20103035;670964;303965;19500052;22262929;274240;31749;20921164;21012420;913812;220923
Itirapina;SP;32884960;3400023;15079911;299678;19778162;2209740;4182387;72880;4593372;1322247;679788;108208;4714436;1428351;50601;25010;13294075;2677891;52052619;14785684;21370081;3589984;20959622;626245
Américo Brasiliense;SP;155203804;486753406;2790694;299945;110568733;366052893;3749426;230307;98596815;325383860;3099536;185909;135947384;334378415;4188864;232770;140524606;392622129;4568467;258796;113220828;329979941;3422746;290449
Quixeramobim;CE;4260202;225175;2017793;300594;7529893;765302;2431850;227977;7889119;540457;3753022;399853;10963576;545013;2867108;280141;8158079;593106;2466336;222819;9045106;395392;1703372;236544
Bastos;SP;9981864;4213801;2670968;302963;10525645;479013;2131812;190975;10265851;561589;3840550;314469;2399057;259080;1119911;250670;2926932;786911;416601;104967;1513821;1733880;998694;454896
Água Doce;SC;194811;1040391;758869;304852;571965;1262930;9736793;1161246;517068;1070840;13671513;3250634;32906;31778;0;0;14105;7421;0;0;15724;7817;0;0
Porto Amazonas;PR;26868;14229;245344;305017;154552;80332;10518;75;103437;48996;363885;415520;206193;135962;269455;300080;10304;5130;160224;247494;86113;61987;161130;227726
Várzea da Palma;MG;49939776;43177135;1199918;305673;45081448;29662351;2522547;609495;42021585;20670589;1283166;333475;43432635;23392153;2032647;927819;35369835;21262153;1802202;848370;26466099;11614454;2640970;918578
Viçosa;MG;330646;31486;3815616;311028;445874;95080;3921169;283845;297055;33298;2057923;29875;184900;30722;3545446;207160;18068;237;4536679;519876;33246;338;6521318;891588
Epitaciolândia;AC;10070224;31800458;293145;311951;11352613;47338683;140438;1082890;12432894;32903742;71355;223371;9205508;20103308;37306;89283;13101887;28776348;88362;219478;12073836;25225986;304752;1377065
Brasiléia;AC;5832265;6566265;260703;312420;4542595;3646322;376037;547579;7174761;5316352;328331;252032;4205263;3468652;733163;347415;7728251;8291111;457178;441672;11842048;14059758;350688;638358
Simão Dias;SE;844513;37102;3404974;314683;1439551;62564;3307556;282933;1511828;55634;3868162;400846;986561;36105;3961932;396499;789023;32031;2461578;278833;867863;26803;4286881;618657
Taquarituba;SP;178835;102555;413780;315603;7732861;21675379;193557;128078;13122359;43431128;83870;44800;41610827;195367490;62050;43200;14396386;42776539;0;0;15066538;45361468;0;0
Marco;CE;387427;89968;404327;315762;1041442;170107;1778329;665615;202879;61976;1302793;212829;60715;22673;402047;89185;247532;97693;524606;158924;118146;38685;911494;763946
Coronel Domingos Soares;PR;20501154;14170312;2739556;316205;18886535;13977973;2008056;269507;16123293;12726354;2348117;91469;17852271;12529677;4734117;96631;16987038;12718268;2590036;59214;18814778;10873600;2321708;45106
Quixeré;CE;7585014;11729025;962876;316606;6813251;13224877;773555;330393;2983113;6169179;36893988;7722251;2160236;11842896;1538518;82484;298220;639724;4235993;352969;0;0;41287013;477547904
Cascavel;CE;5153658;1108499;1677755;317627;14473081;2846265;4504067;2317763;34703826;5216722;11654499;6458814;87511311;13713666;25366728;12896171;116897352;16235595;18068666;10075069;134233536;22051135;12343326;6034700
Pinheiro Preto;SC;405754;1127928;181946;321786;284610;623862;1116185;1946411;406808;973892;335966;607599;421184;847671;137098;2293;211928;130260;0;0;46060;15595;36735;2641
Vidal Ramos;SC;0;0;102505;323320;0;0;2742505;9559873;0;0;225916;3293;0;0;65443;2213;0;0;286311;15118;0;0;12002;278
Pindorama;SP;11591078;2367556;771537;323350;8651364;1548027;2673952;410723;11719404;1984906;1030484;237057;12283824;1986792;683742;201949;8133037;1207563;594002;152852;9651568;1409570;690953;156413
Ipeúna;SP;5223124;16458795;657573;333695;8839537;32145004;597358;9871;6810830;24602717;340147;92418;3832394;10211686;712764;98740;8463088;10926324;720534;144201;4925536;9815289;3162429;473664
São Jorge d'Oeste;PR;0;0;3533975;335799;0;0;1002603;257508;0;0;684691;196159;22734;1121;459511;132379;0;0;742957;374979;0;0;2415803;1152270
Três de Maio;RS;774958;262328;1517858;338025;13789;2120;3966646;319568;39094;4990;3376020;720074;547110;3043664;6905543;12866508;136119;176330;4072211;15763896;0;0;19494917;27141192
Apiacá;ES;0;0;888554;341413;0;0;616945;249191;0;0;204241;95306;0;0;46008;18981;0;0;0;0;0;0;0;0
Barra do Bugres;MT;64244647;14729949;133130;343491;21457894;5467451;22286;597248;7940860;3011616;0;0;7642999;3711966;0;0;6514488;2839152;0;0;0;0;29803;9600
Rio Negrinho;SC;134959546;272400198;1146989;345486;120507919;230860960;1139195;1309771;113332717;205470653;1508677;407014;94518758;166503268;407237;58698;80666407;145861165;861558;120921;63864048;99131374;777452;250712
Jaguarari;BA;62208709;31879608;8708846;350364;75490660;39888811;4462822;119164;24793375;11101663;8758091;323750;23926007;13196223;851889;23965;0;0;246757;95050;20014;3705;3669603;516484
Pradópolis;SP;266888656;845245135;2848719;353523;219297630;633729275;565620;31125;192030289;617238078;56954;1251;313528630;784864976;129717;42370;281067507;805650082;82492;40130;210248949;672807961;724;14
Ibirité;MG;18757561;4878242;2539147;354315;14517414;4147300;5967086;714917;19707312;6170440;7186820;426213;25014444;6772072;6152725;395654;6026058;1508111;4226716;1295604;616145;6581;5327164;1307015
Francisco Sá;MG;0;0;1348219;354901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Barão;RS;1706832;257489;1491816;356318;592198;56365;2193201;338996;1015478;99855;1773941;302799;1423837;148124;1588144;309362;1024802;91043;1353060;108810;965604;90183;1331265;89771
Pires do Rio;GO;26012624;33088675;3073481;358728;81056130;178734256;521552;156283;35037750;43673797;4783652;308084;75138862;161050388;292685;123525;84337835;191613669;642500;37813;10667373;7113542;3849135;86230
Candelária;RS;2045749;704430;562898;359760;2189305;838031;90227;66153;2364531;2648102;0;0;2656041;2235798;483993;265937;2365039;1335793;551210;305567;2592202;1400489;120615;71392
Montauri;RS;388192;92412;169634;359790;453931;106210;0;0;250607;82371;173749;2736;142990;40705;156478;16014;67491;18131;413600;188561;45880;10274;389305;588894
Nova Hartz;RS;33186406;7364960;2407767;369897;31290643;4945864;3302551;456907;26607113;3978877;4324855;706444;26233443;3222323;7892425;774721;15451997;1883251;6259319;810480;12526410;507440;11984207;1485540
Potim;SP;4373892;2439275;1548480;371281;4140596;1669558;2265955;511540;5466866;2827686;1600059;348565;3162647;1303746;1432616;318280;2461264;561694;1324015;274963;1895719;395859;1192881;204784
José Bonifácio;SP;115148721;28324572;337977;372581;136827001;37730802;3061588;1184716;146328490;43535773;2589292;883105;166960215;55354146;15588994;5124297;118491614;36584709;425953;289238;133929307;31563799;220718;103097
Santana do Paraíso;MG;1422368;754150;587250;376159;1823350;726058;613408;331892;1136639;21945;121165;10224;696385;15855;308644;163727;1324452;20924;34667;3708;1767951;53322;238033;115711
Feliz;RS;13019106;5070680;3284792;377552;13731568;4973378;3353827;279838;8819679;3517498;2541987;237506;9182056;4281127;2130553;217610;7660968;2875497;1461827;260916;10563291;3459928;1750088;783626
Araçoiaba da Serra;SP;3195076;126264;5376149;384168;2560950;93816;7159475;890343;880503;50252;10515288;2838489;5449565;738912;27932473;4827520;13407970;1299376;34399928;4057858;11069889;1505339;40016887;4366910
Sananduva;RS;111844;98470;712094;386020;25798;16658;658581;393696;0;0;937711;435545;0;0;283702;142548;0;0;136365;31640;0;0;121398;67377
Esmeraldas;MG;0;0;1827325;391657;2411223;924868;2683512;1061890;3176900;1007524;2086189;1006120;2811165;942348;2788755;2461926;0;0;2794370;2001129;21285;2707;3891549;2475211
Ipiguá;SP;950;134;171815;392332;36808;21212;78315;58948;63849;34633;34200;150000;73531;38220;12779;950;24558;12915;0;0;40273;23058;106660;22620
Ibiraiaras;RS;20069;114680;72357;397101;17899;146840;1706493;6318976;37450;201670;63762;42500;1547972;4225400;87151;66250;10567341;27500000;95301;75000;199768;520000;34082;25000
Canelinha;SC;2448846;136288;2390035;397418;4133364;832194;1135262;50237;4337573;320378;0;0;276084;17813;0;0;15621;626;5942;0;0;0;0;0
Estiva Gerbi;SP;2532373;498335;1473763;400739;2595026;675936;989858;434332;3449503;894464;883594;532475;3021361;811205;370025;482560;4070469;1662238;274748;438000;2997403;821256;271646;411510
Urubici;SC;0;0;272639;406296;0;0;434699;580676;0;0;462238;510155;0;0;708103;772354;52271;74321;632745;700481;0;0;856446;1130172
Juquitiba;SP;80847;220103;3381824;414791;147540;445376;3124864;404361;137529;160307;4808805;494501;26028;39625;4178406;537045;122440;46610;3793811;534512;59171;60669;4231321;760008
Ibirama;SC;10731950;8369283;1612168;415210;10682409;6898848;1326581;321067;10671820;6854953;859729;188165;9677505;6270914;281010;65397;9076490;5853843;987501;72511;7999025;4544748;634743;165074
Tobias Barreto;SE;218612;29401;1238592;421114;158965;29419;2070738;579865;18686;228;874099;363397;28590;408;1868391;672520;0;0;1222172;426145;0;0;2009654;603829
São Sebastião da Grama;SP;1399738;565328;305042;424860;1169721;358603;201379;393589;3578012;1008768;129140;10395;6705341;1875423;8462;9;13333328;3642488;4799;3;13546191;3953090;123576;169
Ipanguaçu;RN;7862206;11965497;615751;425404;7652877;11024958;434761;329742;7261909;9586107;584042;331789;7269648;8040042;403430;331395;9284813;14749284;736576;539355;7541522;11827198;567184;402757
Rolante;RS;13729666;914069;1523711;426165;18771977;743988;1408034;245946;16592555;506177;2268776;346015;15957179;542115;1663474;415783;15371908;570148;1312180;403072;12904308;425957;1187436;238961
Mangaratiba;RJ;0;0;643424;429293;0;0;691958;210232;0;0;250336;214980;0;0;101784;2634;0;0;254829;33545;0;0;666332;51582
Mariana;MG;474813312;6790299710;2411338;431133;255592924;4651969384;16833265;1177420;580358803;12109051556;14207051;1157117;1006845006;21297648326;7609581;767121;709761916;21289731691;2259899;344579;356361204;11136867710;58167410;20884521
Imbuia;SC;0;0;70017;436201;13950;83700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jaguarão;RS;12358113;40393143;112029;436730;6028868;25446622;287395;3114985;3302024;16072807;562128;6692000;3084488;17802437;291033;3093750;6595824;20724863;317491;1644658;6571340;25296532;446055;2409987
Piraúba;MG;0;0;894673;437913;0;0;351595;140818;2553;2148;18577;825;0;0;24373;540;0;0;13524;171;286;24;12784;147
São José do Hortêncio;RS;197345;48622;228154;439500;189628;32663;68580;108000;113265;6042;0;0;189039;10338;24621;24375;253433;39856;0;0;198990;9894;0;0
Arvoredo;SC;0;0;1265695;439709;78031;350369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pereiro;CE;114533;34359;3898277;443491;22602;10547;50201;8180;0;0;361045;37949;0;0;2557045;395617;0;0;1483433;239089;0;0;230987;7962
Nazaré Paulista;SP;3422586;1058618;3132043;446705;3882498;1043276;2287410;197250;7736413;2445925;3346349;222494;4045923;1457656;3428289;189285;2315038;403726;1798764;154224;1385752;37889;2549564;141166
